compound,modifier,head,interpretation,type
jailbreak,jail,break,jail located on break,M located on H
jailbreak,jail,break,break made of jail,H made of M
jailbreak,jail,break,break makes jail,H makes M
jailbreak,jail,break,break making jail,H making M
jailbreak,jail,break,break that makes jail,H that makes M
jailbreak,jail,break,break used by jail,H used by M
jailbreak,jail,break,break uses jail,H uses M
jailbreak,jail,break,break using jail,H using M
jailbreak,jail,break,break that uses jail,H that uses M
jailbreak,jail,break,break located in jail,H located in M
jailbreak,jail,break,break located at jail,H located at M
jailbreak,jail,break,jail located in break,M located in H
jailbreak,jail,break,jail located at break,M located at H
joyride,joy,ride,joyride,same
joyride,joy,ride,ride about joy,H about M
joyride,joy,ride,ride by joy,H by M
joyride,joy,ride,ride caused by joy,H caused by M
joyride,joy,ride,ride causes joy,H causes M
joyride,joy,ride,ride causing joy,H causing M
joyride,joy,ride,ride that causes joy,H that causes M
joyride,joy,ride,ride during joy,H during M
joyride,joy,ride,ride for joy,H for M
joyride,joy,ride,ride from joy,H from M
joyride,joy,ride,ride has joy,H has M
joyride,joy,ride,ride having joy,H having M
joyride,joy,ride,ride that has joy,H that has M
joyride,joy,ride,joy has ride,M has H
joyride,joy,ride,joy having ride,M having H
joyride,joy,ride,joy that has ride,M that has H
joyride,joy,ride,ride is joy,H is M
joyride,joy,ride,ride being joy,H being M
joyride,joy,ride,ride that is joy,H that is M
joyride,joy,ride,ride location is joy,H location is M
joyride,joy,ride,ride whose location is joy,H whose location is M
joyride,joy,ride,ride located on joy,H located on M
joyride,joy,ride,joy location is ride,M location is H
joyride,joy,ride,joy whose location is ride,M whose location is H
joyride,joy,ride,joy located on ride,M located on H
joyride,joy,ride,ride made of joy,H made of M
joyride,joy,ride,ride makes joy,H makes M
joyride,joy,ride,ride making joy,H making M
joyride,joy,ride,ride that makes joy,H that makes M
joyride,joy,ride,ride used by joy,H used by M
joyride,joy,ride,ride uses joy,H uses M
joyride,joy,ride,ride using joy,H using M
joyride,joy,ride,ride that uses joy,H that uses M
joyride,joy,ride,ride located in joy,H located in M
joyride,joy,ride,ride located at joy,H located at M
joyride,joy,ride,joy located in ride,M located in H
joyride,joy,ride,joy located at ride,M located at H
keyhole,key,hole,keyhole,same
keyhole,key,hole,hole about key,H about M
keyhole,key,hole,hole by key,H by M
keyhole,key,hole,hole caused by key,H caused by M
keyhole,key,hole,hole causes key,H causes M
keyhole,key,hole,hole causing key,H causing M
keyhole,key,hole,hole that causes key,H that causes M
keyhole,key,hole,hole during key,H during M
keyhole,key,hole,hole for key,H for M
keyhole,key,hole,hole from key,H from M
keyhole,key,hole,hole has key,H has M
keyhole,key,hole,hole having key,H having M
keyhole,key,hole,hole that has key,H that has M
keyhole,key,hole,key has hole,M has H
keyhole,key,hole,key having hole,M having H
keyhole,key,hole,key that has hole,M that has H
keyhole,key,hole,hole is key,H is M
keyhole,key,hole,hole being key,H being M
keyhole,key,hole,hole that is key,H that is M
keyhole,key,hole,hole location is key,H location is M
keyhole,key,hole,hole whose location is key,H whose location is M
keyhole,key,hole,hole located on key,H located on M
keyhole,key,hole,key location is hole,M location is H
keyhole,key,hole,key whose location is hole,M whose location is H
keyhole,key,hole,key located on hole,M located on H
keyhole,key,hole,hole made of key,H made of M
keyhole,key,hole,hole makes key,H makes M
keyhole,key,hole,hole making key,H making M
keyhole,key,hole,hole that makes key,H that makes M
keyhole,key,hole,hole used by key,H used by M
keyhole,key,hole,hole uses key,H uses M
keyhole,key,hole,hole using key,H using M
keyhole,key,hole,hole that uses key,H that uses M
keyhole,key,hole,hole located in key,H located in M
keyhole,key,hole,hole located at key,H located at M
keyhole,key,hole,key located in hole,M located in H
keyhole,key,hole,key located at hole,M located at H
keynote,key,note,keynote,same
keynote,key,note,note about key,H about M
keynote,key,note,note by key,H by M
keynote,key,note,note caused by key,H caused by M
keynote,key,note,note causes key,H causes M
keynote,key,note,note causing key,H causing M
keynote,key,note,note that causes key,H that causes M
keynote,key,note,note during key,H during M
keynote,key,note,note for key,H for M
keynote,key,note,note from key,H from M
keynote,key,note,note has key,H has M
keynote,key,note,note having key,H having M
keynote,key,note,note that has key,H that has M
keynote,key,note,key has note,M has H
keynote,key,note,key having note,M having H
keynote,key,note,key that has note,M that has H
keynote,key,note,note is key,H is M
keynote,key,note,note being key,H being M
keynote,key,note,note that is key,H that is M
keynote,key,note,note location is key,H location is M
keynote,key,note,note whose location is key,H whose location is M
keynote,key,note,note located on key,H located on M
keynote,key,note,key location is note,M location is H
keynote,key,note,key whose location is note,M whose location is H
keynote,key,note,key located on note,M located on H
keynote,key,note,note made of key,H made of M
keynote,key,note,note makes key,H makes M
keynote,key,note,note making key,H making M
keynote,key,note,note that makes key,H that makes M
keynote,key,note,note used by key,H used by M
keynote,key,note,note uses key,H uses M
keynote,key,note,note using key,H using M
keynote,key,note,note that uses key,H that uses M
keynote,key,note,note located in key,H located in M
keynote,key,note,note located at key,H located at M
keynote,key,note,key located in note,M located in H
keynote,key,note,key located at note,M located at H
kingpin,king,pin,kingpin,same
kingpin,king,pin,pin about king,H about M
kingpin,king,pin,pin by king,H by M
kingpin,king,pin,pin caused by king,H caused by M
kingpin,king,pin,pin causes king,H causes M
kingpin,king,pin,pin causing king,H causing M
kingpin,king,pin,pin that causes king,H that causes M
kingpin,king,pin,pin during king,H during M
kingpin,king,pin,pin for king,H for M
kingpin,king,pin,pin from king,H from M
kingpin,king,pin,pin has king,H has M
kingpin,king,pin,pin having king,H having M
kingpin,king,pin,pin that has king,H that has M
kingpin,king,pin,king has pin,M has H
kingpin,king,pin,king having pin,M having H
kingpin,king,pin,king that has pin,M that has H
kingpin,king,pin,pin is king,H is M
kingpin,king,pin,pin being king,H being M
kingpin,king,pin,pin that is king,H that is M
kingpin,king,pin,pin location is king,H location is M
kingpin,king,pin,pin whose location is king,H whose location is M
kingpin,king,pin,pin located on king,H located on M
kingpin,king,pin,king location is pin,M location is H
kingpin,king,pin,king whose location is pin,M whose location is H
kingpin,king,pin,king located on pin,M located on H
kingpin,king,pin,pin made of king,H made of M
kingpin,king,pin,pin makes king,H makes M
kingpin,king,pin,pin making king,H making M
kingpin,king,pin,pin that makes king,H that makes M
kingpin,king,pin,pin used by king,H used by M
kingpin,king,pin,pin uses king,H uses M
kingpin,king,pin,pin using king,H using M
kingpin,king,pin,pin that uses king,H that uses M
kingpin,king,pin,pin located in king,H located in M
kingpin,king,pin,pin located at king,H located at M
kingpin,king,pin,king located in pin,M located in H
kingpin,king,pin,king located at pin,M located at H
kneecap,knee,cap,kneecap,same
kneecap,knee,cap,cap about knee,H about M
kneecap,knee,cap,cap by knee,H by M
kneecap,knee,cap,cap caused by knee,H caused by M
kneecap,knee,cap,cap causes knee,H causes M
kneecap,knee,cap,cap causing knee,H causing M
kneecap,knee,cap,cap that causes knee,H that causes M
kneecap,knee,cap,cap during knee,H during M
kneecap,knee,cap,cap for knee,H for M
kneecap,knee,cap,cap from knee,H from M
kneecap,knee,cap,cap has knee,H has M
kneecap,knee,cap,cap having knee,H having M
kneecap,knee,cap,cap that has knee,H that has M
kneecap,knee,cap,knee has cap,M has H
kneecap,knee,cap,knee having cap,M having H
kneecap,knee,cap,knee that has cap,M that has H
kneecap,knee,cap,cap is knee,H is M
kneecap,knee,cap,cap being knee,H being M
kneecap,knee,cap,cap that is knee,H that is M
kneecap,knee,cap,cap location is knee,H location is M
kneecap,knee,cap,cap whose location is knee,H whose location is M
kneecap,knee,cap,cap located on knee,H located on M
kneecap,knee,cap,knee location is cap,M location is H
kneecap,knee,cap,knee whose location is cap,M whose location is H
kneecap,knee,cap,knee located on cap,M located on H
kneecap,knee,cap,cap made of knee,H made of M
kneecap,knee,cap,cap makes knee,H makes M
kneecap,knee,cap,cap making knee,H making M
kneecap,knee,cap,cap that makes knee,H that makes M
kneecap,knee,cap,cap used by knee,H used by M
kneecap,knee,cap,cap uses knee,H uses M
kneecap,knee,cap,cap using knee,H using M
kneecap,knee,cap,cap that uses knee,H that uses M
kneecap,knee,cap,cap located in knee,H located in M
kneecap,knee,cap,cap located at knee,H located at M
kneecap,knee,cap,knee located in cap,M located in H
kneecap,knee,cap,knee located at cap,M located at H
lamplight,lamp,light,lamplight,same
lamplight,lamp,light,light about lamp,H about M
lamplight,lamp,light,light by lamp,H by M
lamplight,lamp,light,light caused by lamp,H caused by M
lamplight,lamp,light,light causes lamp,H causes M
lamplight,lamp,light,light causing lamp,H causing M
lamplight,lamp,light,light that causes lamp,H that causes M
lamplight,lamp,light,light during lamp,H during M
lamplight,lamp,light,light for lamp,H for M
lamplight,lamp,light,light from lamp,H from M
lamplight,lamp,light,light has lamp,H has M
lamplight,lamp,light,light having lamp,H having M
lamplight,lamp,light,light that has lamp,H that has M
lamplight,lamp,light,lamp has light,M has H
lamplight,lamp,light,lamp having light,M having H
lamplight,lamp,light,lamp that has light,M that has H
lamplight,lamp,light,light is lamp,H is M
lamplight,lamp,light,light being lamp,H being M
lamplight,lamp,light,light that is lamp,H that is M
lamplight,lamp,light,light location is lamp,H location is M
lamplight,lamp,light,light whose location is lamp,H whose location is M
lamplight,lamp,light,light located on lamp,H located on M
lamplight,lamp,light,lamp location is light,M location is H
lamplight,lamp,light,lamp whose location is light,M whose location is H
lamplight,lamp,light,lamp located on light,M located on H
lamplight,lamp,light,light made of lamp,H made of M
lamplight,lamp,light,light makes lamp,H makes M
lamplight,lamp,light,light making lamp,H making M
lamplight,lamp,light,light that makes lamp,H that makes M
lamplight,lamp,light,light used by lamp,H used by M
lamplight,lamp,light,light uses lamp,H uses M
lamplight,lamp,light,light using lamp,H using M
lamplight,lamp,light,light that uses lamp,H that uses M
lamplight,lamp,light,light located in lamp,H located in M
lamplight,lamp,light,light located at lamp,H located at M
lamplight,lamp,light,lamp located in light,M located in H
lamplight,lamp,light,lamp located at light,M located at H
lamppost,lamp,post,lamppost,same
lamppost,lamp,post,post about lamp,H about M
